"","locus","counts","chr","start","end","width","erv.call"
"CNV_chr20_13856701-13863300","CNV_chr20_13856701-13863300",4,"chr20",13856701,13863300,6599,"cPa268_cPa176_cPa452_cPa542_cPa443_cPa264_cPa118_cPa125_cPa410_cPa248_cPa140_cPa15_cPa516_cPa71"
"CNV_chr20_14841901-14848500","CNV_chr20_14841901-14848500",185,"chr20",14841901,14848500,6599,"cPa268_cPa443_cPa125_cPa140_cPa118_cPa248_cPa264_cPa15_cPa516_cPa223_cPa61_cPa119"
"CNV_chr20_14870401-14882400","CNV_chr20_14870401-14882400",17,"chr20",14870401,14882400,11999,"cPa268_cPa443_cPa125_cPa264_cPa223_cPa61_cPa248_cPa118_cPa140_cPa15_cPa516_cPa119_cPa183_cPa157_cPa229_cPa193_cPa121_cPa34_cPa500_cPa188"
"CNV_chr21_533701-548700","CNV_chr21_533701-548700",8,"chr21",533701,548700,14999,"cPa199_cPa260_cPa223"
"CNV_chr21_1087501-1098600","CNV_chr21_1087501-1098600",10,"chr21",1087501,1098600,11099,"cPa199_cPa273_cPa268_cPa443_cPa118_cPa248_cPa140_cPa227_cPa75"
"CNV_Scaffold19_250501-260700","CNV_Scaffold19_250501-260700",53,"Scaffold19",250501,260700,10199,"cPa264_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa119_cPa229_cPa313_cPa447_cPa205_cPa308_cPa196_cPa305_cPa424_cPa327_cPa459_cPa433_cPa392_cPa425_cPa47_cPa254"
"CNV_Scaffold19_388801-394500","CNV_Scaffold19_388801-394500",1,"Scaffold19",388801,394500,5699,"cPa264_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa119_cPa308_cPa196_cPa305_cPa424_cPa327_cPa459_cPa433_cPa392_cPa223_cPa363_cPa452_cPa254_cPa425_cPa404_cPa174_cPa47"
"CNV_Scaffold19_395401-406800","CNV_Scaffold19_395401-406800",12,"Scaffold19",395401,406800,11399,"cPa264_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa119_cPa308_cPa196_cPa305_cPa424_cPa327_cPa459_cPa433_cPa392_cPa223_cPa363_cPa452_cPa254_cPa425_cPa47"
"CNV_Scaffold19_414001-429000","CNV_Scaffold19_414001-429000",30,"Scaffold19",414001,429000,14999,"cPa264_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa119_cPa308_cPa196_cPa305_cPa424_cPa327_cPa459_cPa433_cPa392_cPa223_cPa254_cPa425"
"CNV_Scaffold19_480301-484800","CNV_Scaffold19_480301-484800",3,"Scaffold19",480301,484800,4499,"cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa61_cPa308_cPa196_cPa305_cPa424_cPa327_cPa459_cPa433_cPa425_cPa42"
"CNV_Scaffold153_60901-67800","CNV_Scaffold153_60901-67800",9,"Scaffold153",60901,67800,6899,"cPa223_cPa196_cPa308_cPa459_cPa305_cPa433_cPa327_cPa424_cPa260_cPa409_cPa439_cPa16_cPa183_cPa425"
"CNV_Scaffold160_35701-48300","CNV_Scaffold160_35701-48300",36,"Scaffold160",35701,48300,12599,"cPa356_cPa428"
"CNV_Scaffold160_87001-97800","CNV_Scaffold160_87001-97800",53,"Scaffold160",87001,97800,10799,"cPa428_cPa356"
"CNV_Scaffold170_40801-45000","CNV_Scaffold170_40801-45000",2,"Scaffold170",40801,45000,4199,"cPa428_cPa356"
"CNV_Scaffold170_75001-82500","CNV_Scaffold170_75001-82500",30,"Scaffold170",75001,82500,7499,"cPa428_cPa356"
"CNV_Scaffold246_35401-42900","CNV_Scaffold246_35401-42900",15,"Scaffold246",35401,42900,7499,"cPa371_cPa345_cPa199_cPa227_cPa273"
"CNV_Scaffold425_1-5700","CNV_Scaffold425_1-5700",23,"Scaffold425",1,5700,5699,"cPa356_cPa428"
"CNV_Scaffold425_9601-15000","CNV_Scaffold425_9601-15000",3,"Scaffold425",9601,15000,5399,"cPa428_cPa356"
"CNV_Scaffold492_15001-22500","CNV_Scaffold492_15001-22500",132,"Scaffold492",15001,22500,7499,"cPa428_cPa356"
"CNV_Scaffold516_8101-21300","CNV_Scaffold516_8101-21300",95,"Scaffold516",8101,21300,13199,"cPa428"
"CNV_Scaffold518_8401-21000","CNV_Scaffold518_8401-21000",86,"Scaffold518",8401,21000,12599,"cPa428_cPa356"
"CNV_Scaffold133_1-14700","CNV_Scaffold133_1-14700",29,"Scaffold133",1,14700,14699,"cPa356"
"CNV_Scaffold119_5401-18600","CNV_Scaffold119_5401-18600",23,"Scaffold119",5401,18600,13199,"cPa428_cPa356"
"CNV_Scaffold578_1-5100","CNV_Scaffold578_1-5100",114,"Scaffold578",1,5100,5099,"cPa419"
"CNV_Scaffold620_9301-15900","CNV_Scaffold620_9301-15900",158,"Scaffold620",9301,15900,6599,"cPa428_cPa356"
"CNV_Scaffold858_1-14400","CNV_Scaffold858_1-14400",196,"Scaffold858",1,14400,14399,"cPa443_cPa516_cPa264_cPa268_cPa119_cPa248_cPa118_cPa140_cPa15_cPa125_cPa61"
"CNV_Scaffold863_1-14400","CNV_Scaffold863_1-14400",87,"Scaffold863",1,14400,14399,"cPa356_cPa428"
"CNV_Scaffold649_3901-14100","CNV_Scaffold649_3901-14100",83,"Scaffold649",3901,14100,10199,"cPa356_cPa428"
"CNV_Scaffold877_1-13800","CNV_Scaffold877_1-13800",146,"Scaffold877",1,13800,13799,"cPa428_cPa356"
"CNV_Scaffold658_1-13200","CNV_Scaffold658_1-13200",136,"Scaffold658",1,13200,13199,"cPa428_cPa356"
"CNV_Scaffold899_1-10800","CNV_Scaffold899_1-10800",75,"Scaffold899",1,10800,10799,"cPa428_cPa356"
"CNV_Scaffold915_1-12900","CNV_Scaffold915_1-12900",162,"Scaffold915",1,12900,12899,"cPa356_cPa428"
"CNV_Scaffold916_1-12900","CNV_Scaffold916_1-12900",138,"Scaffold916",1,12900,12899,"cPa356"
"CNV_Scaffold945_1-11700","CNV_Scaffold945_1-11700",102,"Scaffold945",1,11700,11699,"cPa428_cPa356"
"CNV_Scaffold982_5101-11100","CNV_Scaffold982_5101-11100",104,"Scaffold982",5101,11100,5999,"cPa428_cPa356"
"CNV_Scaffold994_1-7500","CNV_Scaffold994_1-7500",30,"Scaffold994",1,7500,7499,"cPa428_cPa356"
"CNV_Scaffold1007_1-9300","CNV_Scaffold1007_1-9300",65,"Scaffold1007",1,9300,9299,"cPa356_cPa428"
"CNV_Scaffold1016_1-10200","CNV_Scaffold1016_1-10200",63,"Scaffold1016",1,10200,10199,"cPa356"
"CNV_Scaffold1050_1-9600","CNV_Scaffold1050_1-9600",154,"Scaffold1050",1,9600,9599,"cPa419"
"CNV_Scaffold1080_1-9000","CNV_Scaffold1080_1-9000",115,"Scaffold1080",1,9000,8999,"cPa428_cPa356"
"CNV_Scaffold1174_1-7500","CNV_Scaffold1174_1-7500",98,"Scaffold1174",1,7500,7499,"cPa428"
"CNV_Scaffold1194_1-7200","CNV_Scaffold1194_1-7200",59,"Scaffold1194",1,7200,7199,"cPa419"
"CNV_Scaffold1210_1-4500","CNV_Scaffold1210_1-4500",168,"Scaffold1210",1,4500,4499,"cPa308"
"CNV_Scaffold1241_1-6600","CNV_Scaffold1241_1-6600",143,"Scaffold1241",1,6600,6599,"cPa419"
"CNV_Scaffold1300_1-6000","CNV_Scaffold1300_1-6000",135,"Scaffold1300",1,6000,5999,"cPa356_cPa428"
"CNV_Scaffold1325_1-6000","CNV_Scaffold1325_1-6000",200,"Scaffold1325",1,6000,5999,"cPa428_cPa356"
"CNV_Scaffold1357_1-5700","CNV_Scaffold1357_1-5700",139,"Scaffold1357",1,5700,5699,"cPa428_cPa356"
"CNV_Scaffold1360_1-5400","CNV_Scaffold1360_1-5400",173,"Scaffold1360",1,5400,5399,"cPa356_cPa428"
"CNV_Scaffold1453_1-4500","CNV_Scaffold1453_1-4500",171,"Scaffold1453",1,4500,4499,"cPa428_cPa356"
"CNV_Scaffold1515_1-3600","CNV_Scaffold1515_1-3600",161,"Scaffold1515",1,3600,3599,"cPa428_cPa356"
"CNV_chr15_12223801-12232500","CNV_chr15_12223801-12232500",77,"chr15",12223801,12232500,8699,"cPa443_cPa264_cPa248_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa410_cPa260_cPa61_cPa119"
"CNV_chr15_14085601-14093700","CNV_chr15_14085601-14093700",38,"chr15",14085601,14093700,8099,"cPa118_cPa125_cPa264_cPa268_cPa140_cPa15_cPa516_cPa410_cPa248_cPa61_cPa443"
"CNV_chr24_1076701-1084800","CNV_chr24_1076701-1084800",62,"chr24",1076701,1084800,8099,"cPa264_cPa268_cPa248_cPa118_cPa140_cPa15_cPa125_cPa516_cPa61_cPa379_cPa443_cPa482_cPa260_cPa410_cPa254_cPa404_cPa174_cPa425_cPa119"
"CNV_chr24_2603701-2614500","CNV_chr24_2603701-2614500",5,"chr24",2603701,2614500,10799,"cPa260_cPa424_cPa223_cPa327"
"CNV_chr24_3665101-3675000","CNV_chr24_3665101-3675000",4,"chr24",3665101,3675000,9899,"cPa260_cPa268_cPa410_cPa308_cPa305_cPa424_cPa327_cPa459_cPa433_cPa196_cPa345_cPa227_cPa200"
"CNV_Scaffold165_5701-13500","CNV_Scaffold165_5701-13500",2,"Scaffold165",5701,13500,7799,"cPa428_cPa356"
"CNV_Scaffold165_37201-51000","CNV_Scaffold165_37201-51000",3,"Scaffold165",37201,51000,13799,"cPa428_cPa356"
"CNV_Scaffold165_81301-90300","CNV_Scaffold165_81301-90300",22,"Scaffold165",81301,90300,8999,"cPa428_cPa356"
"CNV_Scaffold234_1-10500","CNV_Scaffold234_1-10500",69,"Scaffold234",1,10500,10499,"cPa356_cPa428"
"CNV_Scaffold234_36001-47100","CNV_Scaffold234_36001-47100",30,"Scaffold234",36001,47100,11099,"cPa428_cPa356"
"CNV_Scaffold285_1-11700","CNV_Scaffold285_1-11700",25,"Scaffold285",1,11700,11699,"cPa356_cPa428"
"CNV_Scaffold285_14101-16800","CNV_Scaffold285_14101-16800",5,"Scaffold285",14101,16800,2699,"cPa356_cPa428"
"CNV_Scaffold285_21001-32100","CNV_Scaffold285_21001-32100",53,"Scaffold285",21001,32100,11099,"cPa356_cPa428"
"CNV_Scaffold288_1-14400","CNV_Scaffold288_1-14400",14,"Scaffold288",1,14400,14399,"cPa428_cPa356"
"CNV_Scaffold288_14701-22500","CNV_Scaffold288_14701-22500",4,"Scaffold288",14701,22500,7799,"cPa428_cPa356"
"CNV_Scaffold288_29101-33000","CNV_Scaffold288_29101-33000",3,"Scaffold288",29101,33000,3899,"cPa356_cPa428"
"CNV_Scaffold295_1-13500","CNV_Scaffold295_1-13500",62,"Scaffold295",1,13500,13499,"cPa356_cPa428"
"CNV_Scaffold295_28201-36900","CNV_Scaffold295_28201-36900",23,"Scaffold295",28201,36900,8699,"cPa356_cPa428"
"CNV_Scaffold336_1-10200","CNV_Scaffold336_1-10200",155,"Scaffold336",1,10200,10199,"cPa356_cPa428"
"CNV_Scaffold342_1-5100","CNV_Scaffold342_1-5100",14,"Scaffold342",1,5100,5099,"cPa356_cPa428"
"CNV_Scaffold342_21301-33300","CNV_Scaffold342_21301-33300",80,"Scaffold342",21301,33300,11999,"cPa428_cPa356"
"CNV_Scaffold404_8101-11100","CNV_Scaffold404_8101-11100",1,"Scaffold404",8101,11100,2999,"cPa428_cPa60_cPa546_cPa285_cPa356_cPa257_cPa472"
"CNV_Scaffold404_18901-29400","CNV_Scaffold404_18901-29400",119,"Scaffold404",18901,29400,10499,"cPa428_cPa60_cPa546_cPa356_cPa257_cPa285_cPa555"
"CNV_Scaffold134_4501-17700","CNV_Scaffold134_4501-17700",52,"Scaffold134",4501,17700,13199,"cPa356"
"CNV_Scaffold579_1-4500","CNV_Scaffold579_1-4500",41,"Scaffold579",1,4500,4499,"cPa428_cPa356"
"CNV_Scaffold579_8101-17700","CNV_Scaffold579_8101-17700",39,"Scaffold579",8101,17700,9599,"cPa428_cPa356"
"CNV_Scaffold643_1-14700","CNV_Scaffold643_1-14700",153,"Scaffold643",1,14700,14699,"cPa356_cPa428"
"CNV_Scaffold865_1-7800","CNV_Scaffold865_1-7800",102,"Scaffold865",1,7800,7799,"cPa435_cPa356_cPa428_cPa60_cPa546_cPa257_cPa285_cPa555"
"CNV_Scaffold865_11701-14400","CNV_Scaffold865_11701-14400",20,"Scaffold865",11701,14400,2699,"cPa356_cPa428"
"CNV_Scaffold648_6601-14100","CNV_Scaffold648_6601-14100",94,"Scaffold648",6601,14100,7499,"cPa356_cPa428"
"CNV_Scaffold895_1-4200","CNV_Scaffold895_1-4200",8,"Scaffold895",1,4200,4199,"cPa356_cPa428"
"CNV_Scaffold895_6301-13200","CNV_Scaffold895_6301-13200",12,"Scaffold895",6301,13200,6899,"cPa428_cPa356"
"CNV_Scaffold1041_1-9900","CNV_Scaffold1041_1-9900",172,"Scaffold1041",1,9900,9899,"cPa428_cPa356"
"CNV_Scaffold1078_1-9000","CNV_Scaffold1078_1-9000",99,"Scaffold1078",1,9000,8999,"cPa356_cPa428"
"CNV_Scaffold1435_1-4800","CNV_Scaffold1435_1-4800",157,"Scaffold1435",1,4800,4799,"cPa356_cPa428"
"CNV_Scaffold1443_1-4500","CNV_Scaffold1443_1-4500",62,"Scaffold1443",1,4500,4499,"cPa391_cPa287_cPa293_cPa426_cPa386_cPa20_cPa427"
"CNV_chr6_1803901-1822500","CNV_chr6_1803901-1822500",86,"chr6",1803901,1822500,18599,"cPa199_cPa264_cPa248_cPa308_cPa424_cPa327_cPa16"
"CNV_chr6_2662801-2672100","CNV_chr6_2662801-2672100",8,"chr6",2662801,2672100,9299,"cPa264_cPa248_cPa443_cPa15_cPa125_cPa268_cPa308_cPa118_cPa140_cPa356_cPa428"
"CNV_chr6_3089701-3105300","CNV_chr6_3089701-3105300",38,"chr6",3089701,3105300,15599,"cPa264_cPa248_cPa443_cPa15_cPa125_cPa268_cPa118_cPa140_cPa308_cPa424_cPa327"
"CNV_chr6_17373601-17381100","CNV_chr6_17373601-17381100",94,"chr6",17373601,17381100,7499,"cPa404_cPa174_cPa425_cPa254_cPa47"
"CNV_chr28_949801-961500","CNV_chr28_949801-961500",73,"chr28",949801,961500,11699,"HERV-XA34_repbase_HERVFH21I_LTR21A"
"CNV_chr28_2569501-2583900","CNV_chr28_2569501-2583900",25,"chr28",2569501,2583900,14399,"cPa223_cPa183_cPa125_cPa482_cPa446_cPa379_cPa67_cPa264"
"CNV_chr28_2914801-2929200","CNV_chr28_2914801-2929200",10,"chr28",2914801,2929200,14399,"cPa446_cPa264_cPa268_cPa248_cPa443_cPa118_cPa140_cPa125_cPa379_cPa61_cPa482"
"CNV_chr28_3412801-3431400","CNV_chr28_3412801-3431400",44,"chr28",3412801,3431400,18599,"cPa118_cPa125_cPa248_cPa443_cPa379_cPa308_cPa268_cPa61"
"CNV_chr28_3976501-3982800","CNV_chr28_3976501-3982800",9,"chr28",3976501,3982800,6299,"cPa118_cPa125_cPa446_cPa345_cPa482_cPa379_cPa443_cPa268_cPa248_cPa140_cPa223_cPa512"
"CNV_chr28_4095601-4113900","CNV_chr28_4095601-4113900",17,"chr28",4095601,4113900,18299,"cPa118_cPa125_cPa379_cPa443_cPa268_cPa248_cPa140_cPa223_cPa260_cPa482_cPa446_cPa61_cPa434"
"CNV_chr28_4355401-4366800","CNV_chr28_4355401-4366800",16,"chr28",4355401,4366800,11399,"cPa379_cPa118_cPa443_cPa268_cPa248_cPa140_cPa223_cPa446_cPa61_cPa410_cPa308_cPa260"
"CNV_chr28_4545601-4557900","CNV_chr28_4545601-4557900",12,"chr28",4545601,4557900,12299,"cPa379_cPa443_cPa268_cPa248_cPa118_cPa446_cPa61_cPa308_cPa140_cPa264_cPa15_cPa125_cPa260"
"CNV_chr28_4693501-4708200","CNV_chr28_4693501-4708200",71,"chr28",4693501,4708200,14699,"cPa443_cPa268_cPa248_cPa118_cPa379_cPa140_cPa264_cPa15_cPa125_cPa446_cPa260"
"CNV_Scaffold144_1-5100","CNV_Scaffold144_1-5100",24,"Scaffold144",1,5100,5099,"cPa419"
"CNV_Scaffold195_1-5400","CNV_Scaffold195_1-5400",9,"Scaffold195",1,5400,5399,"cPa428_cPa356"
"CNV_Scaffold195_42001-54900","CNV_Scaffold195_42001-54900",46,"Scaffold195",42001,54900,12899,"cPa356_cPa428"
"CNV_Scaffold216_1-1800","CNV_Scaffold216_1-1800",1,"Scaffold216",1,1800,1799,"cPa428"
"CNV_Scaffold216_34201-39900","CNV_Scaffold216_34201-39900",1,"Scaffold216",34201,39900,5699,"cPa428_cPa356"
"CNV_Scaffold216_42001-54900","CNV_Scaffold216_42001-54900",47,"Scaffold216",42001,54900,12899,"cPa428_cPa356"
"CNV_chr226_15601-30600","CNV_chr226_15601-30600",65,"chr226",15601,30600,14999,"cPa428_cPa356"
"CNV_Scaffold546_1-9900","CNV_Scaffold546_1-9900",16,"Scaffold546",1,9900,9899,"cPa428_cPa356"
"CNV_Scaffold546_14101-19500","CNV_Scaffold546_14101-19500",34,"Scaffold546",14101,19500,5399,"cPa428_cPa356"
"CNV_Scaffold122_1-4800","CNV_Scaffold122_1-4800",1,"Scaffold122",1,4800,4799,"cPa356_cPa428"
"CNV_Scaffold122_14101-19500","CNV_Scaffold122_14101-19500",60,"Scaffold122",14101,19500,5399,"cPa356_cPa428"
"CNV_Scaffold557_14101-19200","CNV_Scaffold557_14101-19200",56,"Scaffold557",14101,19200,5099,"cPa356_cPa428"
"CNV_Scaffold624_1501-15600","CNV_Scaffold624_1501-15600",68,"Scaffold624",1501,15600,14099,"cPa419"
"CNV_Scaffold632_1-10500","CNV_Scaffold632_1-10500",103,"Scaffold632",1,10500,10499,"cPa428_cPa356"
"CNV_Scaffold632_13201-15600","CNV_Scaffold632_13201-15600",1,"Scaffold632",13201,15600,2399,"cPa428_cPa356"
"CNV_Scaffold995_1-10800","CNV_Scaffold995_1-10800",108,"Scaffold995",1,10800,10799,"cPa356"
"CNV_Scaffold1006_1-10500","CNV_Scaffold1006_1-10500",47,"Scaffold1006",1,10500,10499,"cPa356"
"CNV_Scaffold678_1-5100","CNV_Scaffold678_1-5100",12,"Scaffold678",1,5100,5099,"cPa419"
"CNV_Scaffold1053_1-9600","CNV_Scaffold1053_1-9600",35,"Scaffold1053",1,9600,9599,"cPa356_cPa428"
"CNV_Scaffold1090_4201-9000","CNV_Scaffold1090_4201-9000",82,"Scaffold1090",4201,9000,4799,"cPa419"
"CNV_Scaffold1150_601-8100","CNV_Scaffold1150_601-8100",32,"Scaffold1150",601,8100,7499,"cPa428_cPa356"
"CNV_Scaffold1209_3601-7200","CNV_Scaffold1209_3601-7200",84,"Scaffold1209",3601,7200,3599,"cPa428_cPa356"
"CNV_Scaffold1211_1-7200","CNV_Scaffold1211_1-7200",123,"Scaffold1211",1,7200,7199,"cPa428_cPa356"
"CNV_Scaffold1267_1-6300","CNV_Scaffold1267_1-6300",170,"Scaffold1267",1,6300,6299,"cPa419"
"CNV_Scaffold1519_1-3300","CNV_Scaffold1519_1-3300",208,"Scaffold1519",1,3300,3299,"cPa356_cPa428"
"CNV_Scaffold1529_1-3300","CNV_Scaffold1529_1-3300",189,"Scaffold1529",1,3300,3299,"cPa356"
"CNV_chr9_1308901-1326600","CNV_chr9_1308901-1326600",17,"chr9",1308901,1326600,17699,"cPa260"
"CNV_chr9_6911401-6917100","CNV_chr9_6911401-6917100",79,"chr9",6911401,6917100,5699,"cPa516_cPa264_cPa268_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa254_cPa119_cPa404_cPa174_cPa61"
"CNV_chr9_20560501-20575800","CNV_chr9_20560501-20575800",16,"chr9",20560501,20575800,15299,"cPa118_cPa268_cPa443_cPa125_cPa248_cPa345_cPa227"
"CNV_chr9_25362301-25375200","CNV_chr9_25362301-25375200",1,"chr9",25362301,25375200,12899,"cPa268_cPa553_cPa118_cPa125_cPa264_cPa248_cPa140_cPa15"
"CNV_chr25_412801-427200","CNV_chr25_412801-427200",26,"chr25",412801,427200,14399,"cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268"
"CNV_Scaffold297_3601-11100","CNV_Scaffold297_3601-11100",7,"Scaffold297",3601,11100,7499,"cPa419"
"CNV_Scaffold297_24901-30000","CNV_Scaffold297_24901-30000",31,"Scaffold297",24901,30000,5099,"cPa419"
"CNV_Scaffold356_20101-32700","CNV_Scaffold356_20101-32700",48,"Scaffold356",20101,32700,12599,"cPa428_cPa356"
"CNV_Scaffold408_1-6300","CNV_Scaffold408_1-6300",155,"Scaffold408",1,6300,6299,"cPa428_cPa356"
"CNV_Scaffold408_16201-29100","CNV_Scaffold408_16201-29100",60,"Scaffold408",16201,29100,12899,"cPa428_cPa356"
"CNV_Scaffold417_1-10800","CNV_Scaffold417_1-10800",16,"Scaffold417",1,10800,10799,"cPa428_cPa356"
"CNV_Scaffold417_14701-28500","CNV_Scaffold417_14701-28500",28,"Scaffold417",14701,28500,13799,"cPa428_cPa356"
"CNV_Scaffold580_1-2400","CNV_Scaffold580_1-2400",3,"Scaffold580",1,2400,2399,"cPa428_cPa356"
"CNV_Scaffold580_7501-17700","CNV_Scaffold580_7501-17700",12,"Scaffold580",7501,17700,10199,"cPa428_cPa356"
"CNV_Scaffold636_1-5400","CNV_Scaffold636_1-5400",189,"Scaffold636",1,5400,5399,"cPa428_cPa356"
"CNV_Scaffold904_7201-12900","CNV_Scaffold904_7201-12900",140,"Scaffold904",7201,12900,5699,"cPa356_cPa428"
"CNV_Scaffold928_1-7200","CNV_Scaffold928_1-7200",78,"Scaffold928",1,7200,7199,"cPa428_cPa356"
"CNV_Scaffold963_1-11400","CNV_Scaffold963_1-11400",67,"Scaffold963",1,11400,11399,"cPa419"
"CNV_Scaffold991_1-10800","CNV_Scaffold991_1-10800",12,"Scaffold991",1,10800,10799,"cPa428_cPa356"
"CNV_Scaffold1031_1-9900","CNV_Scaffold1031_1-9900",67,"Scaffold1031",1,9900,9899,"cPa419"
"CNV_Scaffold1071_1-9300","CNV_Scaffold1071_1-9300",206,"Scaffold1071",1,9300,9299,"cPa419"
"CNV_Scaffold1142_1-8100","CNV_Scaffold1142_1-8100",119,"Scaffold1142",1,8100,8099,"cPa419"
"CNV_Scaffold1151_1-8100","CNV_Scaffold1151_1-8100",132,"Scaffold1151",1,8100,8099,"cPa419"
"CNV_Scaffold1208_1-7200","CNV_Scaffold1208_1-7200",194,"Scaffold1208",1,7200,7199,"cPa428_cPa356"
"CNV_Scaffold1237_1-6900","CNV_Scaffold1237_1-6900",108,"Scaffold1237",1,6900,6899,"cPa356_cPa428"
"CNV_Scaffold1273_1-6300","CNV_Scaffold1273_1-6300",126,"Scaffold1273",1,6300,6299,"cPa419"
"CNV_Scaffold1302_1-6000","CNV_Scaffold1302_1-6000",114,"Scaffold1302",1,6000,5999,"cPa428_cPa356"
"CNV_Scaffold1305_1-6000","CNV_Scaffold1305_1-6000",56,"Scaffold1305",1,6000,5999,"cPa428_cPa356"
"CNV_Scaffold1320_1-6000","CNV_Scaffold1320_1-6000",37,"Scaffold1320",1,6000,5999,"cPa419"
"CNV_Scaffold1406_1-5100","CNV_Scaffold1406_1-5100",96,"Scaffold1406",1,5100,5099,"cPa419"
"CNV_Scaffold1447_1-4500","CNV_Scaffold1447_1-4500",177,"Scaffold1447",1,4500,4499,"cPa424_cPa327_cPa16_cPa264"
"CNV_chr4A_61501-70500","CNV_chr4A_61501-70500",3,"chr4A",61501,70500,8999,"cPa183_cPa273_cPa583_cPa542"
"CNV_chr4A_2798101-2808300","CNV_chr4A_2798101-2808300",28,"chr4A",2798101,2808300,10199,"cPa199_cPa260_cPa428_cPa356"
"CNV_chr4A_2808901-2820600","CNV_chr4A_2808901-2820600",14,"chr4A",2808901,2820600,11699,"cPa199_cPa260_cPa428_cPa356"
"CNV_chr19_1718101-1724400","CNV_chr19_1718101-1724400",1,"chr19",1718101,1724400,6299,"cPa199_cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa268_cPa486_cPa358_cPa251_cPa410_cPa339_cPa227"
"CNV_chr19_3167701-3180300","CNV_chr19_3167701-3180300",2,"chr19",3167701,3180300,12599,"cPa260_cPa268_cPa118_cPa140_cPa125_cPa248_cPa410_cPa227_cPa264_cPa443_cPa15_cPa516"
"CNV_chr19_3357001-3372600","CNV_chr19_3357001-3372600",21,"chr19",3357001,3372600,15599,"cPa268_cPa227_cPa125_cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa516_cPa273_cPa345_cPa61_cPa333_cPa50_cPa410_cPa379_cPa446"
"CNV_chr27_29401-34800","CNV_chr27_29401-34800",4,"chr27",29401,34800,5399,"cPa199_cPa264_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa268_cPa119_cPa61"
"CNV_chr27_322501-332400","CNV_chr27_322501-332400",3,"chr27",322501,332400,9899,"cPa199_cPa268_cPa443_cPa264_cPa248_cPa118_cPa140_cPa15_cPa125_cPa516_cPa61_cPa260_cPa410_cPa542"
"CNV_chr27_3741301-3748200","CNV_chr27_3741301-3748200",8,"chr27",3741301,3748200,6899,"cPa356_cPa428"
"CNV_Scaffold1668_21901-37200","CNV_Scaffold1668_21901-37200",133,"Scaffold1668",21901,37200,15299,"cPa75"
"CNV_Scaffold1668_59701-68400","CNV_Scaffold1668_59701-68400",16,"Scaffold1668",59701,68400,8699,"cPa264_cPa268_cPa61_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa254_cPa119_cPa404_cPa174"
"CNV_Scaffold207_33301-37800","CNV_Scaffold207_33301-37800",1,"Scaffold207",33301,37800,4499,"cPa419_cPa285"
"CNV_Scaffold251_33301-42000","CNV_Scaffold251_33301-42000",79,"Scaffold251",33301,42000,8699,"cPa356"
"CNV_Scaffold281_25501-36300","CNV_Scaffold281_25501-36300",11,"Scaffold281",25501,36300,10799,"cPa356"
"CNV_Scaffold113_7801-18300","CNV_Scaffold113_7801-18300",44,"Scaffold113",7801,18300,10499,"cPa356"
"CNV_Scaffold645_1-14700","CNV_Scaffold645_1-14700",99,"Scaffold645",1,14700,14699,"cPa419"
"CNV_Scaffold1133_1-8400","CNV_Scaffold1133_1-8400",108,"Scaffold1133",1,8400,8399,"cPa428_cPa356"
"CNV_chr8_1119001-1131300","CNV_chr8_1119001-1131300",13,"chr8",1119001,1131300,12299,"cPa260"
"CNV_chr8_29269501-29279400","CNV_chr8_29269501-29279400",2,"chr8",29269501,29279400,9899,"cPa268_cPa443_cPa118_cPa264_cPa248_cPa140_cPa15_cPa125_cPa61_cPa308"
"CNV_Scaffold262_1-9000","CNV_Scaffold262_1-9000",7,"Scaffold262",1,9000,8999,"cPa428_cPa356"
"CNV_Scaffold421_1-12300","CNV_Scaffold421_1-12300",77,"Scaffold421",1,12300,12299,"cPa356"
"CNV_Scaffold885_7501-13500","CNV_Scaffold885_7501-13500",61,"Scaffold885",7501,13500,5999,"cPa419"
"CNV_Scaffold890_1-13200","CNV_Scaffold890_1-13200",56,"Scaffold890",1,13200,13199,"cPa419"
"CNV_Scaffold960_1-11400","CNV_Scaffold960_1-11400",58,"Scaffold960",1,11400,11399,"cPa356_cPa428"
"CNV_Scaffold1028_5101-9900","CNV_Scaffold1028_5101-9900",3,"Scaffold1028",5101,9900,4799,"cPa419"
"CNV_Scaffold1175_1-7500","CNV_Scaffold1175_1-7500",75,"Scaffold1175",1,7500,7499,"cPa419"
"CNV_Scaffold1275_1-6300","CNV_Scaffold1275_1-6300",55,"Scaffold1275",1,6300,6299,"cPa428_cPa356"
